Topic,Words,Frequency,Class
0,"held, accountable, inconvenience, seller, shopzilla",1,Patricia Duarte
2,"ca, wireless, called, expecting, disturbance",2,Cody Perez
-1,"quality, communication, excellent, way, talking",2,Brian Young
0,"instil, asset, shopzillahe, trust, understood",1,Brian Young
1,"checkin, wasgood, concerns, addressed, sure",1,Brian Young
9,"interact, carefully, finally, listened, awesome",1,Brian Young
16,"talking, good, customer, talk, conversation",1,Brian Young
37,"talking, good, style, language, wass",1,Brian Young
8,"waste, contact, time, care, customer",1,Laura Young
0,"bank, visit, credited, donu2019t, repeat",1,Donald Hunt
1,"hurry, want, didnt, talk, executive",1,Donald Hunt
-1,"salary, mssorry, microphones, incentive, matters",1,Joe Chapman
-1,"goodafter, felt, today, solution, talking",1,Dawn Holloway
1,"exoerience, talk, executive, good, helpful",1,Dawn Holloway
7,"person, good, muchh, thise, toking",1,David Byrd
-1,"supercoins, purchaged, single, recently, month",1,Jorge Williams
17,"thank, care, customer, thanks, thanku",1,Jorge Williams
-1,"girls, convenience, meso, consumers, bit",4,Travis Gardner
0,"34, everthe, ky, money, awful",1,Travis Gardner
3,"imprrove, page, rest, incorrect, website",1,Travis Gardner
37,"castamar, im, happy, talking, talk",1,Travis Gardner
-1,"lovinglythanks, mother, especially, explained, spoke",1,Timothy Johnson
0,"fridge, inshopzilla, happening, ground, level",2,Timothy Johnson
0,"12, patronizing, daysvery, knowledgethen, towait",2,Miranda Lewis
19,"slove, properly, problems, care, customer",1,Walter Decker
33,"worst, service, customer, seen, script",1,Walter Decker
50,"guy, happy, talk, nice, mam",1,Walter Decker
54,"outstanding, agent, care, communication, engineer",1,Walter Decker
-1,"understanding, services, polite, care, customer",1,Evan Ramsey
0,"hear, awesome, pickup, replacement, date",1,Evan Ramsey
9,"reslove, thank, problem, support, care",1,Evan Ramsey
51,"service, good, customer, ko, 5rating",1,Evan Ramsey
4,"representative, good, service, customer, care",1,Jacob Hendricks
0,"parcel, taken, conference, told, boy",1,Rachel Avila
11,"happy, service, customer, satisfied, unhappy",1,Rachel Avila
12,"impressive, service, good, customer, nice",1,Alisha Campos
45,"wonder, best, service, customer, bast",1,Alisha Campos
0,"worst, seller, time, delivery, service",1,Tommy Davies
2,"companies, resolves, online, understands, pls",1,Tommy Davies
33,"worst, care, customer, seen, script",1,Tommy Davies
-1,"madamthank, miss, experience, talking, care",2,Brittany Tran
55,"behaviour, good, executive, osm, customer",1,Brittany Tran
-1,"telugu, language, dont, care, customer",1,Daniel May
1,"behavior, good, executive, helpful, polite",1,Daniel May
-1,"canu2019t, rep, na, correct, 80",1,Joe Walls
25,"like, service, customer, good, hole",1,Joe Walls
54,"interaction, helpful, care, person, agent",1,Joe Walls
0,"mechanism, againplease, nil, asapi, doesnt",2,Carla Morgan
1,"answered, patiently, questions, clearly, executive",1,Carla Morgan
9,"nature, problems, sir, resolved, thank",1,Carla Morgan
18,"person, good, excellent, attend, best",1,Carla Morgan
20,"quickly, things, easily, service, understand",1,Carla Morgan
35,"talking, nice, pleasure, talk, nexxt",1,Carla Morgan
3,"really, agent, problem, good, agents",1,Kristina Foster
7,"person, good, muchh, thise, toking",1,Kristina Foster
31,"shopping, query, easy, hope, resolved",1,Kristina Foster
0,"pickup, deliverypickup, doom, pace, serviceand",3,Kelsey Garcia
1,"addressed, humble, query, polite, executive",1,Kelsey Garcia
-1,"avoided, defending, convince, closed, ticket",1,Corey Hernandez
13,"amazing, excellent, words, guys, say",1,Dana Bridges
-1,"clearthanks, querygreat, supportproblem, smoothly, manner",4,Brandon Frost
13,"excellent, service, customer, awesome, amazing",1,Brandon Frost
16,"talking, agent, nice, customer, talk",1,Brandon Frost
18,"person, good, excellent, attend, best",1,Brandon Frost
26,"talk, nice, love, resolutionthank, aarjavplease",1,Brandon Frost
-1,"resolution, talk, nice, good, talking",1,Tammy Lane
0,"rs, decrease, costing, decreased, offer",1,Brandon Goodwin
1,"rude, executive, helpful, polite, good",1,Brandon Goodwin
57,"lovely, friendly, manner, sir, polite",1,Brandon Goodwin
0,"cancellingworst, wants, policyworst, cancel, pl",1,Brian Barrera
30,"personhe, try, best, resolve, problem",1,Brian Barrera
-1,"unacceptable, cut, totally, able, query",1,Henry Hill
-1,"hope, continue, resolved, happy, time",1,Morgan Gomez
0,"pls, dubeythank, regardsgaurav, improve, dear",1,Morgan Gomez
0,"protection, plan, offered, work, manners",2,Brianna Brown PhD
1,"past, handled, difficult, case, seller",1,Brianna Brown PhD
2,"repeats, 32, intention, basic, went",1,Brianna Brown PhD
5,"attitude, effective, skill, communication, excellent",1,Brianna Brown PhD
48,"ahead, girl, mention, future, hope",1,Brianna Brown PhD
0,"friendlyshopzilla, herkeep, girl, hire, people",1,Theresa Russell
42,"talk, good, talking, sport, excutive",1,Theresa Russell
3,"quick, gave, resolution, agent, polite",1,Corey Gibson
4,"responsibil, care, good, customer, experience",1,Corey Gibson
1,"coustomer, helpful, executive, polite, good",1,Stanley Hogan
2,"thier, disconnected, didnt, solve, bad",1,Stanley Hogan
0,"servicethank, information, shopzilla, good, customer",1,Whitney James
0,"charges, dne, apps, prime, media",1,Russell Lee
3,"understandtalk, teel, special, fair, cool",1,Russell Lee
-1,"relax, feeling, costumer, talk, care",1,Carolyn Reese
0,"thank, support, shopzilla, executive, customer",1,Carolyn Reese
0,"changing, adressd, shopzillahe, decent, seen",3,Jasmine Maxwell
-1,"providing, provide, query, information, thank",1,Sara Rodriguez
2,"hangup, muted, suddenly, line, conversation",1,Virginia Hoffman
3,"quite, nature, having, understanding, agent",1,Virginia Hoffman
34,"tried, best, solve, problem, talk",1,Virginia Hoffman
55,"behaviour, speaking, manner, osm, support",1,Virginia Hoffman
-1,"worse, assurance, text, inconvenient, 67",1,Rhonda Sullivan
0,"easier, reach, make, delivery, person",1,Rhonda Sullivan
9,"addressthankyou, solutionbut, timesthey, issuehave, assuring",1,Rhonda Sullivan
1,"humble, polite, executive, helpful, good",1,Anthony Salinas
3,"helpful, polite, agent, agents, knowledgeable",1,Anthony Salinas
22,"perfect, explained, professional, lot, helped",1,Anthony Salinas
1,"costumer, executive, good, helpful, polite",1,Amanda Miller
16,"talk, care, good, customer, talking",1,Charles Nelson
0,"pilicy, work, excellent, return, shopzilla",1,Richard Oconnor
8,"difficult, reach, care, customer, easy",1,Richard Oconnor
19,"entire, ityour, joke, deserving, candidate",1,Richard Oconnor
46,"staff, courteous, duty, supportive, supporting",1,Richard Oconnor
50,"guy, happy, talk, mam, talking",1,Richard Oconnor
3,"compare, interaction, best, todays, agent",1,Samuel Gonzalez
0,"responses, courteous, responsive, frustrated, extremely",1,Megan Henderson
-1,"theirs, youbrother, knowledg, interface, shine",1,Mario Simpson
19,"doesnt, dont, like, resolved, issue",1,Mario Simpson
38,"answer, senior, team, person, good",1,Mario Simpson
0,"mannerhowever, tmy, holding, processing, money",2,Robert Elliott
39,"overall, happy, executive, customer, support",1,Robert Elliott
-1,"educated, bcoz, learn, uneducated, make",2,Sean Olson
6,"supportmy, nightie, monthsnot, note, women",1,Sean Olson
10,"spport, indeciplane, employees, bad, service",1,Sean Olson
-1,"lite, thr, effective, addressed, queries",2,Kathy Decker DVM
0,"immediately, 305, sirplease, fraud, ammount",2,Kathy Decker DVM
5,"politely, helpful, talking, executive, care",1,Kathy Decker DVM
15,"support, executive, good, customer, supportive",1,Kathy Decker DVM
0,"customercare, talk, shopzilla, good, product",1,Matthew Wolf
1,"good, executive, helpful, polite, nice",1,Matthew Wolf
3,"patient, knowledgeable, agent, helpful, agents",1,Matthew Wolf
7,"person, good, muchh, thise, toking",1,Matthew Wolf
52,"excellent, care, service, customer, pethetic",1,Matthew Wolf
1,"service, executive, good, helpful, polite",1,Megan Brown
-1,"easly, slove, sir, happy, thank",1,Nicole Jones
0,"amazing, thank, nice, shopzilla, service",1,Nicole Jones
2,"long, time, service, customer, disconnected",1,Nicole Jones
12,"surety, communicate, great, nice, service",1,Nicole Jones
0,"idplease, uninstalled, matching, bye, hurry",1,Mark Lucas
1,"satisfied, talk, executive, helpful, polite",1,Mark Lucas
-1,"resultion, resulation, member, plus, hold",1,Sharon Bullock
0,"pc, kajal, 2kg, respectful, 250gm",3,Sharon Bullock
1,"effort, executive, good, helpful, polite",1,Sharon Bullock
4,"policy, good, care, customer, experience",1,Sharon Bullock
8,"availability, gesture, easy, number, nice",1,Sharon Bullock
49,"response, knowledge, good, executive, customer",1,Sharon Bullock
-1,"talking, good, talk, customer, support",1,Anthony Reeves
0,"scrutinize, steal, activities, fraudulent, trying",1,Anthony Reeves
2,"terrible, professionalism, far, cut, did",1,Anthony Reeves
-1,"lot, information, got, helped, behavior",2,Michelle Whitehead
0,"pillow, change, address, heres, functioning",2,Michelle Whitehead
9,"solved, problem, service, good, customer",1,Michelle Whitehead
26,"talk, nice, love, resolutionthank, aarjavplease",1,Michelle Whitehead
46,"staff, nice, support, supportive, supporting",1,Michelle Whitehead
-1,"failed, help, support, executive, talk",1,Amanda Hughes
-1,"garbage, app, executive, talk, talking",1,Micheal Wagner
23,"willingness, standards, acceptable, absolutely, knowledge",1,Micheal Wagner
16,"marketing, important, liked, better, products",1,John Hoffman
0,"thank, support, shopzilla, care, customer",1,Nicole Cummings
1,"interaction, executive, good, helpful, polite",1,Nicole Cummings
17,"thank, support, service, customer, thanks",1,Nicole Cummings
39,"happy, executive, customer, support, im",1,Nicole Cummings
0,"vast, delaying, undeliverable, harshnot, earliest",2,Alexa Mcpherson
16,"work, talking, nice, good, customer",1,Alexa Mcpherson
30,"personhe, slove, easily, problem, nice",1,Alexa Mcpherson
32,"nice, person, helpful, thank, ",1,Alexa Mcpherson
57,"thanku, politely, person, polite, talking",2,Alexa Mcpherson
-1,"helpful, polite, care, customer, talk",1,Melissa Taylor
0,"food, separately, healthy, sign, requirements",2,Melissa Taylor
1,"communication, executive, good, helpful, polite",1,Cristina Harris
46,"staff, help, good, supportive, supporting",1,Nicole Hicks
0,"denay, whos, harassment, delivering, kindly",1,Elijah Henderson
-1,"id, mail, scripts, active, reading",1,Lance Case
0,"executives10, servicehow, selecting, decline, supplier",2,Lance Case
0,"times, raised, disputes, damageused, seven",2,Curtis Mccarthy
8,"center, easy, reach, make, care",1,Joshua Mathews
-1,"arpit, asapthank, smartly, handalled, assets",2,Pamela Stevens
0,"thanku, shopzilla, care, service, customer",1,Pamela Stevens
1,"prompt, reply, support, executive, helpful",1,Pamela Stevens
39,"happy, executive, customer, support, im",1,Pamela Stevens
0,"strict, fake, action, sellers, shopzilla",1,Nichole Price
9,"mam, easily, thankyou, solve, problem",1,Nichole Price
11,"fully, satisfied, thankyou, kind, helpful",1,Nichole Price
13,"excellent, issues, resolve, service, awesome",1,Nichole Price
26,"talk, good, nice, love, resolutionthank",1,Nichole Price
36,"talk, nice, comfortable, deal, feel",1,Nichole Price
41,"impressed, support, executive, great, executiveproblem",1,Nichole Price
48,"potential, capabilities, promote, care, good",1,Nichole Price
0,"rule, attend, hell, delevery, cheat",2,Andrew Davis
-1,"logics, limited, convince, unacceptable, speaking",2,Sierra Walker DDS
0,"peace, shopzillasellers, causing, wastage, inspection",1,Sierra Walker DDS
-1,"ti, ravi, ys, ji, love",1,Heidi Blackwell
0,"incorrect, communicate, action, refund, just",2,Heidi Blackwell
0,"deliverables, sameregards, hesitation, notice, doubt",1,Carlos Curtis
0,"wildcraft, raincoat, packageour, customeri, strongly",2,David Perez
12,"gud, service, customer, nice, good",1,David Perez
28,"hai, par, saari, jaati, bhut",1,David Perez
40,"service, good, customer, , ",1,David Perez
-1,"relax, agree, talking, nice, talk",1,Matthew Singleton
56,"nice, care, service, customer, services",1,Ashlee Johnson
0,"verify, wrong, seller, shopzilla, product",1,Theresa Brown
1,"im, happy, talk, executive, helpful",1,Theresa Brown
42,"talking, good, sport, talk, excutive",1,Theresa Brown
44,"comstmer, costomer, nicely, handle, coustomer",1,Theresa Brown
-1,"installation, carefor, install, persona, pack",2,Joshua Rose
1,"beautiful, nature, communication, polite, executive",2,Joshua Rose
8,"reaching, easy, executive, customer, reach",1,Joshua Rose
0,"device, market, hand, cheating, sell",1,Joseph Benson
1,"conversation, executive, good, helpful, polite",1,Michael Olsen
5,"language, appreciate, executive, good, customer",1,Michael Olsen
15,"support, executive, good, customer, supportive",1,Michael Olsen
35,"lasted, mridul, dropped, hrs, stupid",1,Michael Olsen
48,"kra, ill, tv, installation, complete",1,Michael Olsen
-1,"unit, positive, sort, replacement, hope",1,Kenneth Wilson
8,"restart, number, huge, mind, reach",1,Kenneth Wilson
33,"poorestshameless, worlds, worst, worth, class",1,Kenneth Wilson
0,"tqsm, ur, aadarsh, plzz, dispatch",1,Jacqueline Santiago
49,"response, support, good, executive, customer",1,Jacqueline Santiago
0,"behaviour, bad, shopzilla, care, customer",1,Matthew Mendoza MD
29,"nice, person, thanx, lovely, happing",1,Matthew Mendoza MD
2,"looking, theres, assistant, supervisor, asking",2,Michael Martin
-1,"solving, thank, talk, problem, nice",1,Kristen Walker
0,"gesture, communicate, team, polite, shopzilla",1,Amy Berry
7,"person, good, muchh, thise, toking",1,Amy Berry
10,"poor, care, customer, bad, service",1,Amy Berry
14,"enjoy, lot, sweet, voice, solving",1,Amy Berry
46,"staff, supporting, excellent, supportive, assisted",1,Amy Berry
48,"awesomei, plz, reffer, gouri, successits",1,Amy Berry
0,"committments, committed, 11th, lazy, havent",2,John Joseph
-1,"wellit, simplekeep, mailbox, matrix, emails",1,Gina Henderson
1,"cool, executive, helpful, polite, good",1,Gina Henderson
9,"clearing, response, problem, care, good",1,Gina Henderson
-1,"app, ordersdelivery, developers, live, duties",3,Sarah Watts
42,"talk, good, talking, sport, excutive",1,Sarah Watts
0,"noreturn, sued, solutions, selling, sellers",2,Thomas Blair
1,"good, executive, helpful, polite, nice",1,Thomas Blair
10,"unhappy, service, customer, bad, poor",1,Thomas Blair
32,"nice, person, helpful, thank, ",1,Thomas Blair
0,"tell, zeroownership, feed, concerncomm, deffending",5,Theresa Moore
1,"shweta, madam, supporting, talking, executive",1,Theresa Moore
30,"hv, neeraj, patiently, listening, humble",2,Theresa Moore
0,"platform, scamster, sadly, choose, scam",2,Tammy Thomas
16,"conversation, good, service, customer, talk",1,Tammy Thomas
0,"postpone, tomorrow, felt, till, solved",1,David Guerra
8,"approach, easier, kindly, make, care",1,David Guerra
-1,"informationvery, polite, thanks, talk, talking",1,Sara Chavez
0,"supporting, thanks, shopzilla, service, customer",1,Sara Chavez
1,"quary, update, regarding, issues, resolved",1,Sara Chavez
16,"way, talking, care, good, customer",1,Sara Chavez
-1,"helpful, help, polite, thank, executive",1,Brandy Baker
15,"working, best, helpful, support, executive",1,Brandy Baker
46,"staff, helpful, supportive, supporting, assisted",1,Brandy Baker
0,"july, timeyou, sleeper, careful, butwho",5,Laura Allen
24,"paste, copy, telling, answer, doing",1,Laura Allen
26,"sir, talk, good, nice, love",1,Laura Allen
